4,21:14:31.573411,57.09,12586787,20.35,2021-05-25,1006.96
5,21:14:34.696311,50.74,12946861,20.39,2021-05-25,1006.33
2,21:14:57.981615,53.67,1548239,23.25,2021-05-25,1007.19
3,21:15:01.102028,58.05,909709,18.94,2021-05-25,1007.09
4,21:15:04.222992,56.96,12586787,20.37,2021-05-25,1006.95
5,21:15:07.345552,50.70,12946861,20.39,2021-05-25,1006.31
1,21:15:27.593070,51.84,12450639,20.45,2021-05-25,1006.69
2,21:15:30.713432,51.20,1557235,22.91,2021-05-25,1007.16
3,21:15:33.833403,58.01,910327,18.94,2021-05-25,1007.07
4,21:15:36.954112,56.95,12586787,20.38,2021-05-25,1006.94
5,21:15:40.075951,50.72,12946861,20.40,2021-05-25,1006.32
1,21:16:00.272517,51.81,12378754,20.48,2021-05-25,1006.66
2,21:16:03.394194,51.24,1559954,22.59,2021-05-25,1007.16
3,21:16:06.514258,58.09,909709,18.94,2021-05-25,1007.10
4,21:16:09.634429,56.91,12586787,20.41,2021-05-25,1006.94
5,21:16:12.756036,50.71,12946861,20.41,2021-05-25,1006.30
1,21:16:32.988565,51.72,12407408,20.52,2021-05-25,1006.66
3,21:16:39.117693,58.86,907860,18.97,2021-05-25,1007.07
4,21:16:42.238389,56.83,12586787,20.42,2021-05-25,1006.92
5,21:16:45.360017,50.66,12946861,20.43,2021-05-25,1006.26
1,21:17:05.571683,51.63,12421785,20.53,2021-05-25,1006.67
3,21:17:11.705444,58.15,907860,18.97,2021-05-25,1007.08
4,21:17:14.826931,56.81,12586787,20.39,2021-05-25,1006.93
5,21:17:17.948717,50.61,12946861,20.42,2021-05-25,1006.28
1,21:17:38.154141,51.59,12436196,20.54,2021-05-25,1006.64
2,21:17:41.274409,43.24,749022,25.79,2021-05-25,1007.05
3,21:17:44.393346,58.09,906631,18.99,2021-05-25,1007.04
4,21:17:47.515477,56.86,12586787,20.38,2021-05-25,1006.90
5,21:17:50.635766,50.61,12946861,20.44,2021-05-25,1006.27
1,21:18:10.846355,51.53,12421785,20.58,2021-05-25,1006.60
2,21:18:13.966725,45.98,776362,24.37,2021-05-25,1007.02
3,21:18:17.085756,58.01,907245,19.01,2021-05-25,1007.03
4,21:18:20.207289,56.82,12586787,20.43,2021-05-25,1006.85
5,21:18:23.327974,50.57,12946861,20.46,2021-05-25,1006.26
0,21:18:40.548624,48.40,1493869,24.33,2021-05-25,1007.13
1,21:18:43.670530,51.48,12307693,20.58,2021-05-25,1006.63
2,21:18:46.790409,44.85,797145,23.39,2021-05-25,1006.98
3,21:18:49.909429,57.93,903574,19.02,2021-05-25,1007.03
4,21:18:53.030994,56.73,12586787,20.44,2021-05-25,1006.90
5,21:18:56.151205,50.52,12946861,20.45,2021-05-25,1006.27
0,21:19:00.279994,47.72,1512416,23.59,2021-05-25,1007.09
1,21:19:03.401845,51.42,12364476,20.58,2021-05-25,1006.63
